observation_period,toa,clear_sky_ghi,clear_sky_bhi,clear_sky_dhi,clear_sky_bni,ghi,bhi,dhi,bni,reliability,start_time,end_time,ghi_component_difference,solar_period,ghi_above_clear,bhi_above_clear,dhi_above_clear,bni_above_clear,csi,ghi_reconstructed,low_reference_flag
2024-09-09T11:00:00.0/2024-09-09T12:00:00.0,998.0095,810.426,732.5005,77.9255,986.0561,395.3974,43.0998,352.2976,58.0328,1.0,2024-09-09 11:00:00,2024-09-09 12:00:00,0.0,positive_reference,False,False,True,False,0.4878883451419377,395.3974,False
2024-09-09T12:00:00.0/2024-09-09T13:00:00.0,954.1376,770.3834,693.7997,76.5837,976.8906,282.626,7.4263,275.1997,10.4033,1.0,2024-09-09 12:00:00,2024-09-09 13:00:00,-5.684341886080802e-14,positive_reference,False,False,True,False,0.36686408351997196,282.626,False
2024-09-09T13:00:00.0/2024-09-09T14:00:00.0,851.0292,678.3713,610.215,68.1562,963.0895,211.1442,1.1303,210.0139,1.8439,1.0,2024-09-09 13:00:00,2024-09-09 14:00:00,0.0,positive_reference,False,False,True,False,0.31125166999252474,211.1442,False
2024-09-09T14:00:00.0/2024-09-09T15:00:00.0,695.6931,541.0366,482.8747,58.1619,931.6275,346.3132,182.0555,164.2577,378.0896,1.0,2024-09-09 14:00:00,2024-09-09 15:00:00,0.0,positive_reference,False,False,True,False,0.6400920011696066,346.3132,False
2024-09-09T15:00:00.0/2024-09-09T16:00:00.0,498.7004,369.1432,319.4469,49.6963,856.5738,318.4665,272.0223,46.4442,702.7678,1.0,2024-09-09 15:00:00,2024-09-09 16:00:00,0.0,positive_reference,False,False,False,False,0.8627180454631157,318.4665,False
2024-09-09T16:00:00.0/2024-09-09T17:00:00.0,273.4637,179.9427,141.758,38.1847,677.0304,122.7675,64.569,58.1985,328.5891,1.0,2024-09-09 16:00:00,2024-09-09 17:00:00,-1.4210854715202004e-14,positive_reference,False,False,True,False,0.6822588524013478,122.7675,False
2024-09-09T17:00:00.0/2024-09-09T18:00:00.0,50.1645,24.1073,14.1481,9.9593,183.0394,10.7315,0.0,10.7314,0.0001,0.7083,2024-09-09 17:00:00,2024-09-09 18:00:00,9.999999999976694e-05,positive_reference,False,False,True,False,0.44515561676338705,10.7315,False
2024-09-09T18:00:00.0/2024-09-09T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-09 18:00:00,2024-09-09 19:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-09T19:00:00.0/2024-09-09T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-09 19:00:00,2024-09-09 20:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-09T20:00:00.0/2024-09-09T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-09 20:00:00,2024-09-09 21:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-09T21:00:00.0/2024-09-09T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-09 21:00:00,2024-09-09 22:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-09T22:00:00.0/2024-09-09T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-09 22:00:00,2024-09-09 23:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-09T23:00:00.0/2024-09-10T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-09 23:00:00,2024-09-10 00:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-10T00:00:00.0/2024-09-10T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-10 00:00:00,2024-09-10 01:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-10T01:00:00.0/2024-09-10T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-10 01:00:00,2024-09-10 02:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-10T02:00:00.0/2024-09-10T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-10 02:00:00,2024-09-10 03:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-10T03:00:00.0/2024-09-10T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-10 03:00:00,2024-09-10 04:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-10T04:00:00.0/2024-09-10T05:00:00.0,0.2263,0.0547,0.0051,0.0497,0.0,0.0079,0.0,0.0079,0.0,0.9833,2024-09-10 04:00:00,2024-09-10 05:00:00,0.0,positive_reference,False,False,False,False,0.1444241316270567,0.0079,True
2024-09-10T05:00:00.0/2024-09-10T06:00:00.0,130.4512,73.7197,51.7625,21.9572,437.3731,24.6409,0.028,24.6129,0.1587,0.8417,2024-09-10 05:00:00,2024-09-10 06:00:00,0.0,positive_reference,False,False,True,False,0.33425122457090845,24.640900000000002,False
2024-09-10T06:00:00.0/2024-09-10T07:00:00.0,364.8487,256.4026,213.3576,43.0451,776.9072,79.3998,0.7401,78.6597,3.335,1.0,2024-09-10 06:00:00,2024-09-10 07:00:00,0.0,positive_reference,False,False,True,False,0.30966846670041565,79.3998,False
2024-09-10T07:00:00.0/2024-09-10T08:00:00.0,579.8956,441.5763,388.5906,52.9857,898.3048,198.6382,19.0026,179.6356,44.5665,1.0,2024-09-10 07:00:00,2024-09-10 08:00:00,0.0,positive_reference,False,False,True,False,0.4498389066623367,198.6382,False
2024-09-10T08:00:00.0/2024-09-10T09:00:00.0,760.9067,602.014,543.4411,58.5729,959.1873,252.1156,14.8468,237.2688,26.1462,1.0,2024-09-10 08:00:00,2024-09-10 09:00:00,0.0,positive_reference,False,False,True,False,0.41878693850973564,252.1156,False
2024-09-10T09:00:00.0/2024-09-10T10:00:00.0,895.5158,721.2217,652.2084,69.0133,978.9555,522.1469,280.6375,241.5094,413.4911,1.0,2024-09-10 09:00:00,2024-09-10 10:00:00,0.0,positive_reference,False,False,True,False,0.7239755819881736,522.1469,False
2024-09-10T10:00:00.0/2024-09-10T11:00:00.0,974.5198,789.6738,704.5298,85.144,971.8169,522.9084,176.3885,346.5198,244.5909,1.0,2024-09-10 10:00:00,2024-09-10 11:00:00,0.00010000000008858478,positive_reference,False,False,True,False,0.6621827899064145,522.9084,False
2024-09-10T11:00:00.0/2024-09-10T12:00:00.0,992.5068,803.2255,703.6871,99.5384,953.0048,545.3693,190.0588,355.3105,257.6119,1.0,2024-09-10 11:00:00,2024-09-10 12:00:00,0.0,positive_reference,False,False,True,False,0.6789740863555751,545.3693,False
2024-09-10T12:00:00.0/2024-09-10T13:00:00.0,948.2262,761.464,657.0411,104.4228,931.3033,592.9187,299.3053,293.6134,425.7648,1.0,2024-09-10 12:00:00,2024-09-10 13:00:00,0.0,positive_reference,False,False,True,False,0.7786562463885356,592.9187,False
2024-09-10T13:00:00.0/2024-09-10T14:00:00.0,844.6745,667.4061,567.2587,100.1473,902.2406,584.1972,388.5452,195.652,617.7458,1.0,2024-09-10 13:00:00,2024-09-10 14:00:00,-1.1368683772161603e-13,positive_reference,False,False,True,False,0.8753249333501746,584.1972,False
2024-09-10T14:00:00.0/2024-09-10T15:00:00.0,688.8909,527.2484,435.1555,92.0928,847.5801,461.6434,308.7162,152.9272,603.7125,1.0,2024-09-10 14:00:00,2024-09-10 15:00:00,-5.684341886080802e-14,positive_reference,False,False,True,False,0.8755709832405372,461.6434,False
2024-09-10T15:00:00.0/2024-09-10T16:00:00.0,491.4772,352.7333,274.4972,78.2361,745.7714,303.536,186.1603,117.3757,499.121,1.0,2024-09-10 15:00:00,2024-09-10 16:00:00,0.0,positive_reference,False,False,True,False,0.8605255018451619,303.536,False
2024-09-10T16:00:00.0/2024-09-10T17:00:00.0,265.8746,163.949,110.2414,53.7077,534.7362,157.2107,98.1439,59.0668,488.4878,1.0,2024-09-10 16:00:00,2024-09-10 17:00:00,0.0,positive_reference,False,False,True,False,0.9589000237878852,157.2107,False
2024-09-10T17:00:00.0/2024-09-10T18:00:00.0,45.2272,19.1869,8.0659,11.1209,105.9243,19.1869,8.0659,11.1209,105.9243,0.725,2024-09-10 17:00:00,2024-09-10 18:00:00,0.00010000000000331966,positive_reference,False,False,False,False,1.0,19.1869,True
2024-09-10T18:00:00.0/2024-09-10T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-10 18:00:00,2024-09-10 19:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-10T19:00:00.0/2024-09-10T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-10 19:00:00,2024-09-10 20:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-10T20:00:00.0/2024-09-10T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-10 20:00:00,2024-09-10 21:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-10T21:00:00.0/2024-09-10T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-10 21:00:00,2024-09-10 22:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-10T22:00:00.0/2024-09-10T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-10 22:00:00,2024-09-10 23:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-10T23:00:00.0/2024-09-11T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-10 23:00:00,2024-09-11 00:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-11T00:00:00.0/2024-09-11T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-11 00:00:00,2024-09-11 01:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-11T01:00:00.0/2024-09-11T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-11 01:00:00,2024-09-11 02:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-11T02:00:00.0/2024-09-11T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-11 02:00:00,2024-09-11 03:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-11T03:00:00.0/2024-09-11T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-11 03:00:00,2024-09-11 04:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-11T04:00:00.0/2024-09-11T05:00:00.0,0.0611,0.0137,0.0015,0.0122,0.0,0.0137,0.0015,0.0122,0.0,0.9917,2024-09-11 04:00:00,2024-09-11 05:00:00,0.0,positive_reference,False,False,False,False,1.0,0.0137,True
2024-09-11T05:00:00.0/2024-09-11T06:00:00.0,125.466,64.1261,35.1382,28.9879,289.7139,64.1261,35.1382,28.9879,289.7139,0.7167,2024-09-11 05:00:00,2024-09-11 06:00:00,0.0,positive_reference,False,False,False,False,1.0,64.1261,False
2024-09-11T06:00:00.0/2024-09-11T07:00:00.0,360.0419,241.3398,176.4284,64.9114,647.4668,241.1439,176.1089,65.035,646.5474,1.0,2024-09-11 06:00:00,2024-09-11 07:00:00,0.0,positive_reference,False,False,True,False,0.9991882814189785,241.1439,False
2024-09-11T07:00:00.0/2024-09-11T08:00:00.0,575.1549,426.5754,344.3843,82.1911,802.1238,369.5312,212.8927,156.6386,516.0764,1.0,2024-09-11 07:00:00,2024-09-11 08:00:00,-9.999999997489795e-05,positive_reference,False,False,True,False,0.8662740514338145,369.5312,False
2024-09-11T08:00:00.0/2024-09-11T09:00:00.0,756.1153,586.9532,496.3341,90.6191,881.7455,468.2794,195.9022,272.3772,350.4149,1.0,2024-09-11 08:00:00,2024-09-11 09:00:00,0.0,positive_reference,False,False,True,False,0.7978138631836404,468.27939999999995,False
2024-09-11T09:00:00.0/2024-09-11T10:00:00.0,890.5604,703.9962,599.3828,104.6134,905.2125,585.2313,277.4684,307.7629,421.2627,1.0,2024-09-11 09:00:00,2024-09-11 10:00:00,1.1368683772161603e-13,positive_reference,False,False,True,False,0.8312989473522726,585.2313,False
2024-09-11T10:00:00.0/2024-09-11T11:00:00.0,969.2982,768.3327,641.0501,127.2826,889.5341,568.9469,162.2709,406.676,225.6763,1.0,2024-09-11 10:00:00,2024-09-11 11:00:00,0.0,positive_reference,False,False,True,False,0.740495491080882,568.9469,False
2024-09-11T11:00:00.0/2024-09-11T12:00:00.0,986.935,777.5667,630.681,146.8857,859.3901,511.348,126.4585,384.8895,171.9613,1.0,2024-09-11 11:00:00,2024-09-11 12:00:00,0.0,positive_reference,False,False,True,False,0.6576258988457196,511.348,False
2024-09-11T12:00:00.0/2024-09-11T13:00:00.0,942.2443,731.918,573.3937,158.5242,818.1306,226.1707,2.6863,223.4844,3.7799,1.0,2024-09-11 12:00:00,2024-09-11 13:00:00,2.842170943040401e-14,positive_reference,False,False,True,False,0.3090109821045527,226.1707,False
2024-09-11T13:00:00.0/2024-09-11T14:00:00.0,838.2506,634.4182,473.023,161.3951,757.9733,226.1759,4.6282,221.5477,7.7768,1.0,2024-09-11 13:00:00,2024-09-11 14:00:00,2.842170943040401e-14,positive_reference,False,False,True,False,0.3565091606766641,226.1759,False
2024-09-11T14:00:00.0/2024-09-11T15:00:00.0,682.0234,491.1748,338.7367,152.4381,665.5356,189.9494,2.5557,187.3937,4.8087,1.0,2024-09-11 14:00:00,2024-09-11 15:00:00,0.0,positive_reference,False,False,True,False,0.3867246446682525,189.9494,False
2024-09-11T15:00:00.0/2024-09-11T16:00:00.0,484.1949,320.05,200.051,119.999,551.3085,126.3811,0.5717,125.8094,1.5465,1.0,2024-09-11 15:00:00,2024-09-11 16:00:00,0.0,positive_reference,False,False,True,False,0.394879237619122,126.3811,False
2024-09-11T16:00:00.0/2024-09-11T17:00:00.0,258.2346,143.7076,75.8553,67.8523,375.9457,86.8689,15.0161,71.8528,102.4274,1.0,2024-09-11 16:00:00,2024-09-11 17:00:00,0.0,positive_reference,False,False,True,False,0.6044836877103228,86.8689,False
2024-09-11T17:00:00.0/2024-09-11T18:00:00.0,40.5256,15.2967,4.4909,10.8058,61.1968,15.2967,4.4909,10.8058,61.1968,0.7417,2024-09-11 17:00:00,2024-09-11 18:00:00,0.0,positive_reference,False,False,False,False,1.0,15.2967,True
2024-09-11T18:00:00.0/2024-09-11T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-11 18:00:00,2024-09-11 19:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-11T19:00:00.0/2024-09-11T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-11 19:00:00,2024-09-11 20:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-11T20:00:00.0/2024-09-11T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-11 20:00:00,2024-09-11 21:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-11T21:00:00.0/2024-09-11T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-11 21:00:00,2024-09-11 22:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-11T22:00:00.0/2024-09-11T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-11 22:00:00,2024-09-11 23:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-11T23:00:00.0/2024-09-12T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-11 23:00:00,2024-09-12 00:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-12T00:00:00.0/2024-09-12T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-12 00:00:00,2024-09-12 01:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-12T01:00:00.0/2024-09-12T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-12 01:00:00,2024-09-12 02:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-12T02:00:00.0/2024-09-12T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-12 02:00:00,2024-09-12 03:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-12T03:00:00.0/2024-09-12T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-12 03:00:00,2024-09-12 04:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-12T04:00:00.0/2024-09-12T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-12 04:00:00,2024-09-12 05:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-12T05:00:00.0/2024-09-12T06:00:00.0,120.4589,68.4375,48.1588,20.2787,424.8215,18.1269,0.0017,18.1252,0.0108,0.7167,2024-09-12 05:00:00,2024-09-12 06:00:00,0.0,positive_reference,False,False,False,False,0.26486794520547946,18.1269,False
2024-09-12T06:00:00.0/2024-09-12T07:00:00.0,355.2033,251.0551,206.7958,44.2593,774.2881,29.9463,0.0008,29.9455,0.0044,1.0,2024-09-12 06:00:00,2024-09-12 07:00:00,0.0,positive_reference,False,False,False,False,0.11928178316234166,29.9463,False
2024-09-12T07:00:00.0/2024-09-12T08:00:00.0,570.3724,436.9584,378.386,58.5724,890.3433,95.2198,0.0241,95.1957,0.0581,1.0,2024-09-12 07:00:00,2024-09-12 08:00:00,0.0,positive_reference,False,False,True,False,0.2179150234896503,95.2198,False
2024-09-12T08:00:00.0/2024-09-12T09:00:00.0,751.273,598.1394,529.1453,68.994,946.9843,91.9161,0.3569,91.5593,0.5881,1.0,2024-09-12 08:00:00,2024-09-12 09:00:00,-9.99999999891088e-05,positive_reference,False,False,True,False,0.1536700307654035,91.9161,False
2024-09-12T09:00:00.0/2024-09-12T10:00:00.0,885.5462,716.7059,630.4237,86.2822,958.0599,315.43,17.2787,298.1513,25.9899,1.0,2024-09-12 09:00:00,2024-09-12 10:00:00,0.0,positive_reference,False,False,True,False,0.44011079021394967,315.43,False
2024-09-12T10:00:00.0/2024-09-12T11:00:00.0,964.0118,782.8531,672.3538,110.4993,938.5881,458.2202,91.7508,366.4694,127.702,1.0,2024-09-12 10:00:00,2024-09-12 11:00:00,0.0,positive_reference,False,False,True,False,0.5853207964559378,458.2202,False
2024-09-12T11:00:00.0/2024-09-12T12:00:00.0,981.295,793.3099,661.1017,132.2082,906.4988,446.6534,78.6675,367.9859,108.0461,1.0,2024-09-12 11:00:00,2024-09-12 12:00:00,-5.684341886080802e-14,positive_reference,False,False,True,False,0.5630251179268027,446.6534,False
2024-09-12T12:00:00.0/2024-09-12T13:00:00.0,936.1932,749.5067,611.1495,138.3572,878.3212,347.3813,38.7388,308.6425,54.4986,1.0,2024-09-12 12:00:00,2024-09-12 13:00:00,0.0,positive_reference,False,False,True,False,0.4634799128546816,347.3813,False
2024-09-12T13:00:00.0/2024-09-12T14:00:00.0,831.7594,654.5715,525.7265,128.845,850.0204,204.7075,2.4953,202.2122,3.9799,1.0,2024-09-12 13:00:00,2024-09-12 14:00:00,2.842170943040401e-14,positive_reference,False,False,True,False,0.31273512519258784,204.7075,False
2024-09-12T14:00:00.0/2024-09-12T15:00:00.0,675.0929,513.0579,398.8941,114.1638,793.4537,73.8113,0.0901,73.7213,0.166,1.0,2024-09-12 14:00:00,2024-09-12 15:00:00,-0.00010000000000331966,positive_reference,False,False,False,False,0.14386543896897408,73.8113,False
2024-09-12T15:00:00.0/2024-09-12T16:00:00.0,476.8562,338.175,247.0475,91.1275,692.1617,63.9038,0.0026,63.9012,0.008,1.0,2024-09-12 15:00:00,2024-09-12 16:00:00,-7.105427357601002e-15,positive_reference,False,False,False,False,0.1889666592740445,63.9038,False
2024-09-12T16:00:00.0/2024-09-12T17:00:00.0,250.5466,151.1651,94.783,56.382,485.279,45.6669,0.0148,45.6521,0.0744,1.0,2024-09-12 16:00:00,2024-09-12 17:00:00,0.0,positive_reference,False,False,False,False,0.30209949254159857,45.6669,False
2024-09-12T17:00:00.0/2024-09-12T18:00:00.0,36.0646,14.6904,5.5671,9.1233,81.324,1.8452,-0.0,1.8452,0.0,0.7667,2024-09-12 17:00:00,2024-09-12 18:00:00,0.0,positive_reference,False,False,False,False,0.12560583782606327,1.8452,True
2024-09-12T18:00:00.0/2024-09-12T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-12 18:00:00,2024-09-12 19:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-12T19:00:00.0/2024-09-12T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-12 19:00:00,2024-09-12 20:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-12T20:00:00.0/2024-09-12T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-12 20:00:00,2024-09-12 21:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-12T21:00:00.0/2024-09-12T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-12 21:00:00,2024-09-12 22:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-12T22:00:00.0/2024-09-12T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-12 22:00:00,2024-09-12 23:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-12T23:00:00.0/2024-09-13T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-12 23:00:00,2024-09-13 00:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-13T00:00:00.0/2024-09-13T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-13 00:00:00,2024-09-13 01:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-13T01:00:00.0/2024-09-13T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-13 01:00:00,2024-09-13 02:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-13T02:00:00.0/2024-09-13T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-13 02:00:00,2024-09-13 03:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-13T03:00:00.0/2024-09-13T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-13 03:00:00,2024-09-13 04:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-13T04:00:00.0/2024-09-13T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-13 04:00:00,2024-09-13 05:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-13T05:00:00.0/2024-09-13T06:00:00.0,115.4504,64.4821,43.6013,20.8808,388.6133,13.6832,0.0,13.6832,0.0,0.7333,2024-09-13 05:00:00,2024-09-13 06:00:00,0.0,positive_reference,False,False,False,False,0.21220152569472767,13.6832,False
2024-09-13T06:00:00.0/2024-09-13T07:00:00.0,350.3328,247.3768,202.0786,45.2982,766.0248,51.1348,0.0,51.1348,0.0,1.0,2024-09-13 06:00:00,2024-09-13 07:00:00,0.0,positive_reference,False,False,True,False,0.2067081472474379,51.1348,False
2024-09-13T07:00:00.0/2024-09-13T08:00:00.0,565.5482,435.064,378.8804,56.1836,899.2463,78.7378,0.0091,78.7287,0.0204,1.0,2024-09-13 07:00:00,2024-09-13 08:00:00,-1.4210854715202004e-14,positive_reference,False,False,True,False,0.18097980986705403,78.7378,False
2024-09-13T08:00:00.0/2024-09-13T09:00:00.0,746.3798,597.3235,535.5213,61.8023,965.0728,119.2426,0.1732,119.0693,0.2887,1.0,2024-09-13 08:00:00,2024-09-13 09:00:00,0.00010000000000331966,positive_reference,False,False,True,False,0.19962817468256314,119.2426,False
2024-09-13T09:00:00.0/2024-09-13T10:00:00.0,880.4735,716.1406,641.0352,75.1054,980.3021,338.4991,125.1716,213.3275,183.3159,1.0,2024-09-13 09:00:00,2024-09-13 10:00:00,0.0,positive_reference,False,False,True,False,0.47267128829171257,338.4991,False
2024-09-13T10:00:00.0/2024-09-13T11:00:00.0,958.6615,782.2476,684.834,97.4135,961.8504,733.9802,582.4828,151.4973,815.7523,1.0,2024-09-13 10:00:00,2024-09-13 11:00:00,9.999999997489795e-05,positive_reference,False,False,True,False,0.9382965189027105,733.9802,False
2024-09-13T11:00:00.0/2024-09-13T12:00:00.0,975.5878,792.7343,675.8093,116.925,932.5892,445.1207,215.8931,229.2275,296.8671,1.0,2024-09-13 11:00:00,2024-09-13 12:00:00,0.00010000000003174137,positive_reference,False,False,True,False,0.5615004926619171,445.1207,False
2024-09-13T12:00:00.0/2024-09-13T13:00:00.0,930.0746,750.0934,632.6513,117.4421,915.8396,235.7652,1.3914,234.3737,1.9852,1.0,2024-09-13 12:00:00,2024-09-13 13:00:00,9.999999997489795e-05,positive_reference,False,False,True,False,0.3143144573729085,235.76519999999996,False
2024-09-13T13:00:00.0/2024-09-13T14:00:00.0,825.2027,657.6667,558.084,99.5827,910.3666,218.8755,2.5624,216.3131,4.3075,1.0,2024-09-13 13:00:00,2024-09-13 14:00:00,0.0,positive_reference,False,False,True,False,0.33280611592467735,218.8755,False
2024-09-13T14:00:00.0/2024-09-13T15:00:00.0,668.1017,519.2238,439.3394,79.8843,884.5461,220.5971,6.6829,213.9142,14.4572,1.0,2024-09-13 14:00:00,2024-09-13 15:00:00,2.842170943040401e-14,positive_reference,False,False,True,False,0.42485937663104045,220.5971,False
2024-09-13T15:00:00.0/2024-09-13T16:00:00.0,469.4637,343.8115,278.6818,65.1298,793.292,86.3371,1.7122,84.6248,4.211,1.0,2024-09-13 15:00:00,2024-09-13 16:00:00,0.00010000000001753051,positive_reference,False,False,True,False,0.25111754551549326,86.33710000000002,False
2024-09-13T16:00:00.0/2024-09-13T17:00:00.0,242.8135,151.4715,104.8393,46.6321,552.772,80.7408,10.5555,70.1853,84.7234,1.0,2024-09-13 16:00:00,2024-09-13 17:00:00,0.0,positive_reference,False,False,True,False,0.5330428496449827,80.7408,False
2024-09-13T17:00:00.0/2024-09-13T18:00:00.0,31.8486,13.2033,5.5259,7.6774,85.5421,13.2033,5.5259,7.6774,85.5421,0.775,2024-09-13 17:00:00,2024-09-13 18:00:00,1.7763568394002505e-15,positive_reference,False,False,False,False,1.0,13.2033,True
2024-09-13T18:00:00.0/2024-09-13T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-13 18:00:00,2024-09-13 19:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-13T19:00:00.0/2024-09-13T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-13 19:00:00,2024-09-13 20:00:00,0.0,nighttime,False,False,False,False,,,False
2024-09-13T20:00:00.0/2024-09-13T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-09-13 20:00:00,2024-09-13 21:00:00,0.0,nighttime,False,False,False,False,,,False
